subject,slug,boundary_body
MATH,导数与不等式,两个方向：一是用导数证明不等式，通过构造函数、研究其单调性与最值完成证明，必要时配合放缩技巧；二是由不等式恒成立或能成立条件求参数范围，常用参变分离把问题化为函数最值问题。
MATH,导数与零点,研究函数零点的常用手段：图像法画出函数草图，标出极值与最值的位置，结合数形结合分析；或用零点存在定理确定某区间上有零点，再用导数分析单调性、极值与端点值符号，判定零点个数。
MATH,过定点的多切线问题,判断过定点能向曲线作几条切线时，设切点横坐标为变量，用导数表示切线斜率、按点斜式写出切线方程，再代入定点坐标得到关于切点横坐标的方程，方程不同实根的个数就是切线条数。
MATH,含参函数的单调性讨论,含参函数讨论单调性时，导函数的符号分布随参数改变，需依次考虑：导函数有无零点、零点是否落在给定区间内、有多个零点时它们的大小顺序，按这些分类点划分参数范围再逐段判断。
MATH,单变量不等式恒成立问题,单变量不等式恒（能）成立问题的常用方法是参变分离：把参数与变量分开，将恒成立转化为单变量函数的最值控制，再借助导数求最值得到参数范围。恒成立与能成立对应的不等号方向不同，须准确翻译。
MATH,双变量不等式恒成立问题,"不等式含两个变量时，先按量词""任意""或""存在""把双变量问题转化为单变量函数的值域（最值）比较，任意对任意、任意对存在各有对应转化；也可对同构式构造辅助函数，用单调性处理。"
MATH,导数与函数零点问题,利用导数确定零点个数的两条主线：图像法画出函数草图，标出极值位置，结合数形结合分析；或先用零点存在定理确定某区间上有零点，再用单调性、极值与端点值符号判定零点个数。
MATH,函数的隐零点问题,"导函数的零点无法显式求出时的两种策略：""特值试探""根据函数中含 e 或含 ln 的特点选取特殊值试探零点；""虚设与代换""先证明零点存在，再把它虚设为未知数，用零点满足的方程代入目标式消去，进而求解。"
MATH,极值点偏移问题,函数在极值点两侧的不对称性，会导致两个零点（或函数值相等的两点）的中点偏离极值点，称为极值点偏移。常用思路是用分析法把待证不等式两边变形，构造关于对称中心的新函数，再借助导数研究其单调性完成证明。
MATH,复合函数求导-漏层-或-错层-致错,多层复合函数求导须按链式法则逐层进行：先拆清复合层次，由外向内逐层求导，再把各层导数相乘。常见错误是漏掉某个中间变量的导数，或抽象复合时符号写错，分步书写可以避免。
MATH,误解-导数为0-与-有极值-的关系致错,"导数为0是""取得极值""的必要而不充分条件：求出使导函数等于0的点后，必须检验该点左右两侧导数的符号是否改变，只改变符号的点才是极值点；把导数为零直接当成极值是典型错误。"
MATH,对导数正负与函数图象升降关系理解不准确致错,"关键抓住两个对应：导函数的零点决定原函数极值点的位置，导函数值的正负决定原函数的增减。易错处是把导数图象本身的高低当成原函数的升降，混淆了""看增减看导数正负""与""看正负看原函数升降""的关系。"
MATH,导数定义在极限中的计算,当极限式与导数定义的结构一致时，可直接由某点处的导数值读出极限，不必真正计算极限；变形时要核对函数、取值点与增量是否都与定义式吻合，结构不一致时应先化简。
MATH,曲线-在-某点处的切线问题,"切线""在""曲线上某点处：该点就是切点，斜率取该点处的导数值，按点斜式写出方程再化为一般式，三步完成。它与""过某点""的切线不同——后者切点未定，不能直接用该点的导数当斜率。"
MATH,曲线-过-某点的切线问题,"切线""过""某点：该点未必在曲线上，须先设切点，用切点处的导数表示斜率，利用切点在曲线上及切线经过该点两个条件列方程解出切点，最后写出切线方程。方程可能有多解，对应多条切线。"
MATH,两曲线的公切线问题,公切线是同一条直线同时与两条曲线相切。可设两条曲线各自的切点，由两处切线斜率相等、且切点同在一条直线上列方程组求解；也可分别写出两条曲线的切线再令其重合。两条曲线的切点横坐标一般不相等。
MATH,已知函数单调性求参数,由单调性求参数时先准确翻译条件：在区间上单调递增对应导函数在该区间恒非负，存在单调增区间对应能成立问题，不单调则要求导函数在区间内有变号零点。不同措辞导出的不等式类型不同，是本题的核心。
MATH,导数构造法解函数不等式,当不等式同时涉及导函数与原函数时，按结构构造辅助函数：f'(x)+f(x) 型配 e^x 因子构造，f'(x)-f(x) 型配 1/e^x 构造，分式结构则配合 1/x 处理，再借助构造函数的单调性求解。关键是识别结构、选对因子。
MATH,利用导数求函数极值的方法步骤,讲利用导数求函数极值的三步流程：先求导函数，再解出导函数的全部实数根，然后依据根左右两侧导数符号的变化，判定各根处为极大值、极小值还是非极值。此法也可延伸用于比较数值大小，核心是变号判定，区别于单纯寻找驻点。
MATH,已知函数的极值求参数,讲如何依据函数极值的个数或极值的大小条件来确定、限制参数范围，常用途径有分类讨论、参变分离以及转化为两函数图像交点个数。本点不是直接求极值，而是把极值的存在与个数当作待解条件，区别于求极值的基本流程。
MATH,利用导数研究函数的最值,讲利用导数求函数在闭区间上最值的方法：先求区间内的极值，再把各极值与两端点处的函数值比较以确定最大最小。实际应用中若区间内只有一个驻点，它往往就是最值点。最值是相对于整个区间的整体性质，区别于极值的局部性。
MATH,平面向量的概念,讲向量的基本概念及其几何表示，明确向量、相等向量、相反向量与零向量的含义。它是向量一章的概念起点，为后续的加减、数乘与数量积运算奠基，区别于向量本身的运算规则。
MATH,平面向量的线性运算,讲向量的加法、减法以及数乘运算，并用三角形法则与平行四边形法则表示其几何意义。线性运算的结果仍是向量，区别于数量积的结果是数量，也是坐标运算与平面向量基本定理的基础。
MATH,平面向量的数量积,讲平面向量数量积的定义、性质与计算方法，含投影法与极化恒等式等形式。数量积的结果是数量，区别于线性运算得到向量，是处理垂直、夹角与模长问题的重要工具。
MATH,平面向量的坐标运算,讲向量的坐标表示及加减、数乘的坐标计算公式，向量坐标等于终点坐标减起点坐标，并给出两向量共线与垂直的坐标条件。引入坐标后可把几何问题代数化求解，区别于纯几何法则。
