subject,slug,candidate,reason
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,判断基因在X非同源区还是X、Y同源区段,以题面/指令开头（是题干不是名字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,判断基因在常染色体还是X、Y同源区段,以题面/指令开头（是题干不是名字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,判断姐妹染色单体上等位基因的来源,以题面/指令开头（是题干不是名字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,基因频率的计算方法（常染色体、性染色体、遗传平衡）,超长（>24 字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,新性状伴随染色体区段缺失 → 优先按缺失（假性显性）解释,超长（>24 字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,显性病定位：女儿正常→常显；父病女必病→伴X显,含逗号/句末标点（是句子不是名字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,等位基因的概念：同源染色体同一位点控制相对性状的基因,超长（>24 字）
BIOLOGY,探究基因位于常染色体上还是x-y染色体同源区段上,隐性病定位：无性别差异→常隐；男病多于女且交叉遗传→伴X隐,超长（>24 字）
BIOLOGY,探究酶的专一性-高效性相关实验,b．轻轻振荡两支试管，使试管（一）,含逗号/句末标点（是句子不是名字）
BIOLOGY,探究酶的专一性-高效性相关实验,b．轻轻振荡两支试管，使试管（二）,含逗号/句末标点（是句子不是名字）
BIOLOGY,探究酶的专一性-高效性相关实验,探究pH对酶活性影响的实验设计,被 2 个节点同时 claim（全局互斥）
BIOLOGY,探究酶的专一性-高效性相关实验,探究温度对酶活性影响的实验设计,被 2 个节点同时 claim（全局互斥）
BIOLOGY,无丝分裂,无丝分裂的过程与特点,被 2 个节点同时 claim（全局互斥）
BIOLOGY,无氧呼吸,不产生 CO2 → 只进行产乳酸的无氧呼吸或细胞死亡,超长（>24 字）
BIOLOGY,无氧呼吸,产生乳酸的无氧呼吸（动物/马铃薯）：丙酮酸→乳酸，不产 CO2,超长（>24 字）
BIOLOGY,无氧呼吸,哺乳动物成熟红细胞的特点,被 2 个节点同时 claim（全局互斥）
BIOLOGY,无氧呼吸,葡萄糖:O2:CO2 = 1:2:2 → 只进行产酒精的无氧呼吸,超长（>24 字）
BIOLOGY,无氧呼吸,葡萄糖:乳酸 = 1:2 → 只进行产乳酸的无氧呼吸,超长（>24 字）
BIOLOGY,有丝分裂,后期着丝粒分裂不是由纺锤丝牵引导致的,以虚词结尾（截断残片）
BIOLOGY,有丝分裂,在分裂间期主要进行DNA复制和,以虚词结尾（截断残片）
BIOLOGY,有丝分裂,有丝分裂中染色体、核DNA与染色单体的数量变化及意义,超长（>24 字）
BIOLOGY,有丝分裂,解离的作用在于破坏细胞间质,以题面/指令开头（是题干不是名字）
BIOLOGY,有丝分裂,过程、所用试剂、时间、目的,以虚词结尾（截断残片）
BIOLOGY,有氧呼吸,0 < O2 浓度 < 10% → 有氧与无氧呼吸并存,超长（>24 字）
BIOLOGY,有氧呼吸,CO2 与 O2 计量比（有氧呼吸与光合逆反应）：6:6:1 关系,超长（>24 字）
BIOLOGY,有氧呼吸,O2 浓度 ≥ 10% → 只进行有氧呼吸；两曲线交点为无氧呼吸消失点,超长（>24 字）
BIOLOGY,有氧呼吸,O2 消耗量 = CO2 产生量 → 可能有氧呼吸，或有氧+乳酸无氧并存,超长（>24 字）
BIOLOGY,有氧呼吸,光呼吸不产生 ATP，与有氧呼吸本质不同,含逗号/句末标点（是句子不是名字）
BIOLOGY,有氧呼吸,有氧呼吸三阶段产 ATP 分配：第一阶段少、第二阶段少、第三阶段最多,超长（>24 字）
BIOLOGY,有氧呼吸,有氧呼吸的概念,被 2 个节点同时 claim（全局互斥）
BIOLOGY,有氧呼吸,有氧呼吸第三阶段：O2 与电子和 H+ 结合生成水,超长（>24 字）
BIOLOGY,有氧呼吸,电子传递释能把 H+ 泵至膜间隙，建立 H+ 浓度差,超长（>24 字）
BIOLOGY,有氧呼吸,第一阶段（糖酵解）：葡萄糖在细胞质基质分解为丙酮酸,超长（>24 字）
BIOLOGY,有氧呼吸,第三阶段：线粒体内膜进行电子传递与氧化磷酸化，产大量水与 ATP,超长（>24 字）
BIOLOGY,有氧呼吸,葡萄糖:O2:CO2 = 1:6:6 → 只进行有氧呼吸,超长（>24 字）
BIOLOGY,有氧呼吸的过程分析,有氧呼吸的三个概括阶段（糖酵解、三羧酸循环、氧化磷酸化）,超长（>24 字）
BIOLOGY,有氧呼吸的过程分析,有氧呼吸的三个概括阶段：糖酵解、三羧酸循环与氧化磷酸化,超长（>24 字）
BIOLOGY,有氧呼吸的过程分析,有氧呼吸的三个阶段：糖酵解、三羧酸循环与氧化磷酸化,超长（>24 字）
BIOLOGY,有氧呼吸的过程分析,有氧呼吸的概念,被 2 个节点同时 claim（全局互斥）
BIOLOGY,染色体变异-x1,可遗传变异”≠“可育”,括号不配对（截断残片）
BIOLOGY,染色体变异-x1,显微镜可见性：染色体变异可见、基因突变与基因重组不可见,超长（>24 字）
BIOLOGY,染色体变异-x1,最简便”应为“易操作”,括号不配对（截断残片）
BIOLOGY,染色体变异-x1,染色体变异：一般发生在分裂期，基因数目或排列顺序改变,超长（>24 字）
BIOLOGY,染色体变异-x1,秋水仙素抑制纺锤体形成使染色体数目加倍，只作用于分裂细胞,超长（>24 字）
BIOLOGY,染色体变异-x1,部分学生根据教材“与正常植株相比,括号不配对（截断残片）
BIOLOGY,标志重捕法,标志重捕法估种群密度：N=M×n/m（重捕比=标志比）,超长（>24 字）
BIOLOGY,标志重捕法,标记重捕法调查种群密度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,样方法,样方法调查种群密度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,核酸,DNA和RNA都含有的碱基是A、C和,以虚词结尾（截断残片）
BIOLOGY,核酸,核酸是遗传信息的携带者,与同学科另一节点主名相同（歧义）
BIOLOGY,核酸,核酸是遗传信息的携带者（DNA 遗传物质、RNA 辅助）,超长（>24 字）
BIOLOGY,核酸,核酸的多样性与功能,被 2 个节点同时 claim（全局互斥）
BIOLOGY,核酸,核酸的种类及其分布,被 2 个节点同时 claim（全局互斥）
BIOLOGY,核酸是由核苷酸连接而成的长链,核酸的多样性与功能,被 2 个节点同时 claim（全局互斥）
BIOLOGY,核酸是遗传信息的携带者,核酸的种类及其分布,被 2 个节点同时 claim（全局互斥）
BIOLOGY,植物生长调节剂,探索生长素类调节剂促进插条生根的最适浓度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,植物生长调节剂的应用,探索生长素类调节剂促进插条生根的最适浓度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,植物组织培养,愈伤组织是脱分化形成的,以虚词结尾（截断残片）
BIOLOGY,植物组织培养,植物细胞全能性表达的条件,被 3 个节点同时 claim（全局互斥）
BIOLOGY,比较细胞中的生物大分子,细胞衰老的自由基学说,被 2 个节点同时 claim（全局互斥）
BIOLOGY,水和无机盐平衡的调节,盐平衡调节中醛固酮的作用：促进肾小管集合管对 Na+ 的重吸收,超长（>24 字）
BIOLOGY,测定光合速率与呼吸速率的常用方法,密闭容器积累量按'下降段面积 − 上升段面积'计算,超长（>24 字）
BIOLOGY,测定光合速率与呼吸速率的常用方法,读图第一步：确认纵轴是'吸收速率'（开放）还是'浓度变化'（密闭）,超长（>24 字）
BIOLOGY,渗透作用,渗透作用：水分子通过半透膜从低浓度溶液向高浓度溶液扩散,超长（>24 字）
BIOLOGY,渗透压,下丘脑含渗透压感受器，合成抗利尿激素（由垂体释放）,超长（>24 字）
BIOLOGY,激素,下丘脑是血糖调节中枢，通过神经作用于胰岛 A/B 细胞,超长（>24 字）
BIOLOGY,激素,生长激素：垂体分泌，促进生长（蛋白合成/软骨增长）,超长（>24 字）
BIOLOGY,激素,肾上腺皮质分泌糖皮质激素（皮质醇）：促进糖元分解、调糖,超长（>24 字）
BIOLOGY,激素调节的特点,体液调节的特点：缓慢、广泛、持久，主靠激素运输,含逗号/句末标点（是句子不是名字）
BIOLOGY,物质出入细胞的方式,总结(课本P72正文最后一段,括号不配对（截断残片）
BIOLOGY,物质出入细胞的方式,载体蛋白与通道蛋白的比较,被 2 个节点同时 claim（全局互斥）
BIOLOGY,物质循环,无废弃物农业”物质循环再生,括号不配对（截断残片）
BIOLOGY,物质循环,物质循环的特点是具有全球性和,以虚词结尾（截断残片）
BIOLOGY,环境因素参与调节植物的生命活动,淀粉—平衡石假说”是被普遍承认,括号不配对（截断残片）
BIOLOGY,环境因素参与调节植物的生命活动,蛋白质是生命活动的主要承担者,被 2 个节点同时 claim（全局互斥）
BIOLOGY,生命活动调节实验的设计要点,激素实验无关变量相同且适宜，多次重复,含逗号/句末标点（是句子不是名字）
BIOLOGY,生命系统的结构层次,下列属于生命系统的哪个结构层,以题面/指令开头（是题干不是名字）
BIOLOGY,生态工程,生态足迹”也称“生态占用”,括号不配对（截断残片）
BIOLOGY,生态系统的稳定性,判断生态系统稳定性的方法（1）抵抗力,以题面/指令开头（是题干不是名字）
BIOLOGY,生态系统的稳定性,生态系统抵抗外界干扰并使自身的结构与,以虚词结尾（截断残片）
BIOLOGY,生态系统的结构,温室效应对生态系统的气炭循环：CO2 循环通道（大气↔生产者）,超长（>24 字）
BIOLOGY,生态系统的结构,生态系统的组成成分四：非生物物质和能量（无机环境）,超长（>24 字）
BIOLOGY,生态系统的结构,自然生态系统是通过生物与环境、生物与,以虚词结尾（截断残片）
BIOLOGY,生物多样性,生态保护措施：就地保护（保护区）、易地保护、建立种子基因库,超长（>24 字）
BIOLOGY,生物多样性,生物多样性三个层次：遗传（基因）多样性、物种多样性、生态系统多样性,超长（>24 字）
BIOLOGY,生物有共同祖先的证据,共同祖先的其他证据（比较解剖学、胚胎学、细胞与分子水平）,超长（>24 字）
BIOLOGY,生物膜系统,生物膜系统的三大功能,被 2 个节点同时 claim（全局互斥）
BIOLOGY,生物膜系统,生物膜系统的组成与特点,被 2 个节点同时 claim（全局互斥）
BIOLOGY,生长素,根的向地性：重力使根近地侧生长素浓度高、生长受抑制，根向下弯曲,超长（>24 字）
BIOLOGY,生长素,茎的背地性：重力使茎近地侧生长素多、反而促进生长，茎向上弯曲,超长（>24 字）
BIOLOGY,用高倍显微镜观察叶绿体和细胞质的流动,实验原理（一）,被 2 个节点同时 claim（全局互斥）
BIOLOGY,用高倍显微镜观察叶绿体和细胞质的流动,实验原理（二）,被 2 个节点同时 claim（全局互斥）
BIOLOGY,用高倍显微镜观察叶绿体和细胞质的流动,实验选材藓类叶(或菠菜叶、番,括号不配对（截断残片）
BIOLOGY,病毒,病毒营寄生生活，属于消费者,含逗号/句末标点（是句子不是名字）
BIOLOGY,神经系统的分级调节,下丘脑是内分泌枢纽：分泌促激素释放激素启动分级调节,超长（>24 字）
BIOLOGY,神经调节的基本方式,判断神经调节通路是否属于反射,以题面/指令开头（是题干不是名字）
BIOLOGY,神经调节的基本方式,如果你的手指被植株上尖锐的刺扎了一下,以题面/指令开头（是题干不是名字）
BIOLOGY,神经调节的结构基础,人的神经系统包括中枢神经系统和,以虚词结尾（截断残片）
BIOLOGY,神经调节的结构基础,外周神经系统包括与脑相连的脑神经和与,以虚词结尾（截断残片）
BIOLOGY,神经递质,兴奋性递质（如乙酰胆碱）与抑制性递质（如 GABA）作用差异,超长（>24 字）
BIOLOGY,神经递质,突触传递异常沿'递质—间隙—受体—后膜'四环节排查,超长（>24 字）
BIOLOGY,种群密度,标记重捕法调查种群密度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,种群密度,样方法调查种群密度,被 2 个节点同时 claim（全局互斥）
BIOLOGY,种群密度,样方法：样方内计数平均值估算种群密度（植物/活动能力弱动物）,超长（>24 字）
BIOLOGY,种群数量的变化,S 形增长：环境阻力使种群增长呈 ‘S’ 形，K 值是环境容纳量,超长（>24 字）
BIOLOGY,种群数量的变化,计算公式,以题面/指令开头（是题干不是名字）
BIOLOGY,种群的数量变化,S 形种群曲线与增长速率曲线的对应关系（数量曲线与速率曲线区分）,超长（>24 字）
BIOLOGY,种群的数量变化,S”形增长的种群,括号不配对（截断残片）
BIOLOGY,种群的数量特征,种群密度定义：单位面积（或体积）内的个体数（种群最基本数量特征）,超长（>24 字）
BIOLOGY,种群的数量特征,种群数量特征：出生率/死亡率、迁入/迁出直接决定种群密度,超长（>24 字）
BIOLOGY,种群的特征,J 形增长：“J”形曲线：理想条件（食物充足、无天敌）下种群增长,超长（>24 字）
BIOLOGY,突触,突触传递三步：递质释放→扩散→作用后膜（递质与受体结合）,超长（>24 字）
BIOLOGY,突触,突触结构：突触前膜（轴突末梢）+突触间隙+突触后膜（树突/胞体）,超长（>24 字）
BIOLOGY,类囊体,阴生植物的弱光适应特征：叶绿素多、类囊体膜面积大、光饱和点低,超长（>24 字）
BIOLOGY,精子与卵细胞形成过程的比较,疫苗原理：弱毒/灭活病原微体诱发主动免疫产生记忆细胞,超长（>24 字）
BIOLOGY,糖类和脂质的相互转化,ATP与ADP的相互转化,被 2 个节点同时 claim（全局互斥）
BIOLOGY,糖类和脂质的相互转化,ATP供,以虚词结尾（截断残片）
BIOLOGY,纯合子与杂合子的判断,判断显性个体是否为纯合子的方法,以题面/指令开头（是题干不是名字）
BIOLOGY,线粒体,“所有细胞生命活动所需能量主要来自线,括号不配对（截断残片）
BIOLOGY,线粒体,动力车间”是线粒体,括号不配对（截断残片）
BIOLOGY,线粒体,第二阶段：丙酮酸进入线粒体基质氧化为 CO2 与 [H],超长（>24 字）
