subject,pdf_page,content_page,wusan_chapter,wusan_section,renjiao_book,renjiao_chapter,locator
MATH,0162,157,第十章 概率,高考热点13 概率创新题,选择性必修第三册,第七章 随机变量及其分布,第十章 概率 / 高考热点13 概率创新题
MATH,0163,158,第十章 概率,高考热点13 概率创新题,选择性必修第三册,第七章 随机变量及其分布,第十章 概率 / 高考热点13 概率创新题
MATH,0164,159,第十章 概率,高考热点13 概率创新题,选择性必修第三册,第七章 随机变量及其分布,第十章 概率 / 高考热点13 概率创新题
MATH,0165,160,第十一章 统计,11.1 用样本估计总体（章首考情清单 + 知识清单）,必修第二册 第九章 统计；选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）
MATH,0166,161,第十一章 统计,11.1 用样本估计总体,必修第二册,第九章 统计,第十一章 统计 / 11.1 用样本估计总体
MATH,0167,162,第十一章 统计,11.1 用样本估计总体（考点清单）,必修第二册,第九章 统计,第十一章 统计 / 11.1 用样本估计总体（考点清单）
MATH,0168,163,第十一章 统计,11.1 用样本估计总体（考点清单）,必修第二册,第九章 统计,第十一章 统计 / 11.1 用样本估计总体（考点清单）
MATH,0169,164,第十一章 统计,11.1 用样本估计总体（考点清单）,必修第二册,第九章 统计,第十一章 统计 / 11.1 用样本估计总体（考点清单）
MATH,0170,165,第十一章 统计,11.1 用样本估计总体（考点清单）,必修第二册,第九章 统计,第十一章 统计 / 11.1 用样本估计总体（考点清单）
MATH,0171,166,第十一章 统计,11.2 成对数据的统计分析,选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.2 成对数据的统计分析
MATH,0172,167,第十一章 统计,11.2 成对数据的统计分析,选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.2 成对数据的统计分析
MATH,0173,168,第十一章 统计,11.2 成对数据的统计分析（考点清单）,选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）
MATH,0174,169,第十一章 统计,11.2 成对数据的统计分析（考点清单）,选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）
MATH,0175,170,第十一章 统计,11.2 成对数据的统计分析（考点清单）,选择性必修第三册,第八章 成对数据的统计分析,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）
PHYSICS,0001-0006,1,《2027 5·3 A版 高考物理》精讲册 前言与目录（内容页 1–6）,,,,《2027 5·3 A版 高考物理》精讲册 前言与目录（内容页 1–6）
PHYSICS,0007,1,第一章 匀变速直线运动,第1节 运动的描述,必修第一册,第一章 运动的描述,第一章 匀变速直线运动 / 第1节 运动的描述
PHYSICS,0008,2,第一章 匀变速直线运动,第1节 运动的描述,必修第一册,第一章 运动的描述,第一章 匀变速直线运动 / 第1节 运动的描述
PHYSICS,0009,3,第一章 匀变速直线运动,第2节 匀变速直线运动规律及其应用,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 第2节 匀变速直线运动规律及其应用
PHYSICS,0010,4,第一章 匀变速直线运动,第2节 匀变速直线运动规律及其应用,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 第2节 匀变速直线运动规律及其应用
PHYSICS,0011,5,第一章 匀变速直线运动,第3节 自由落体运动和竖直上抛运动 多过程问题,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 第3节 自由落体运动和竖直上抛运动 多过程问题
PHYSICS,0012,6,第一章 匀变速直线运动,第3节（考点2 匀变速直线运动中的多过程问题，续）,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 第3节（考点2 匀变速直线运动中的多过程问题，续）
PHYSICS,0013,7,第一章 匀变速直线运动,微专题1 运动学图像,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 微专题1 运动学图像
PHYSICS,0014,8,第一章 匀变速直线运动,微专题1 运动学图像（题型2 图像间的转换）,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 微专题1 运动学图像（题型2 图像间的转换）
PHYSICS,0015,9,第一章 匀变速直线运动,微专题2 追及相遇问题,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 微专题2 追及相遇问题
PHYSICS,0016,10,第一章 匀变速直线运动,微专题2 追及相遇问题（续）,必修第一册,第二章 匀变速直线运动的研究,第一章 匀变速直线运动 / 微专题2 追及相遇问题（续）
PHYSICS,0017,11,第一章 匀变速直线运动,实验1 测量做直线运动物体的瞬时速度,必修第一册,第二章 匀变速直线运动的研究（实验：探究小车速度随时间变化的规律）,第一章 匀变速直线运动 / 实验1 测量做直线运动物体的瞬时速度
PHYSICS,0018,12,第二章 相互作用,第1节 重力 弹力 摩擦力,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第1节 重力 弹力 摩擦力
PHYSICS,0019,13,第二章 相互作用,第1节 重力 弹力 摩擦力,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第1节 重力 弹力 摩擦力
PHYSICS,0020,14,第二章 相互作用,第1节 重力 弹力 摩擦力,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第1节 重力 弹力 摩擦力
PHYSICS,0021,15,第二章 相互作用,第2节 力的合成与分解（考点1）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第2节 力的合成与分解（考点1）
PHYSICS,0022,16,第二章 相互作用,第2节 力的合成与分解（考点2 死结与活结 定杆与动杆）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第2节 力的合成与分解（考点2 死结与活结 定杆与动杆）
PHYSICS,0023,17,第二章 相互作用,第3节 牛顿第三定律 共点力的平衡（考点1）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）
PHYSICS,0024,18,第二章 相互作用,第3节 牛顿第三定律 共点力的平衡（考点2）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点2）
PHYSICS,0025,19,第二章 相互作用,微专题3 动态平衡 平衡中的临界极值问题（题型1）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型1）
PHYSICS,0026,20,第二章 相互作用,微专题3 动态平衡 平衡中的临界极值问题（题型2）,必修第一册,第三章 相互作用——力,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）
PHYSICS,0027,21,第二章 相互作用,实验2 探究弹簧弹力与形变量的关系,必修第一册,第三章 相互作用——力（实验：探究弹簧弹力与形变量的关系）,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系
PHYSICS,0029,22,第二章 相互作用,实验3 探究两个互成角度的力的合成规律,必修第一册,第三章 相互作用——力（实验：探究两个互成角度的力的合成规律）,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律
PHYSICS,0030,23,第三章 牛顿运动定律,第1节 牛顿第一定律 牛顿第二定律,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律
PHYSICS,0031,24,第三章 牛顿运动定律,第1节 牛顿第一定律 牛顿第二定律（续）,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）
PHYSICS,0032,25,第三章 牛顿运动定律,第2节 牛顿第二定律的应用,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用
PHYSICS,0033,26,第三章 牛顿运动定律,第2节（续） / 考点3 超重和失重问题,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题
PHYSICS,0034,27,第三章 牛顿运动定律,微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题
PHYSICS,0035,28,第三章 牛顿运动定律,微专题4（续） / 题型2 动力学中的临界极值问题,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题4（续）/ 题型2 动力学中的临界极值问题
PHYSICS,0036,29,第三章 牛顿运动定律,微专题5 动力学中的传送带模型,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题5 动力学中的传送带模型
PHYSICS,0037,30,第三章 牛顿运动定律,微专题5（续） / 模型突破：常见传送带模型分析（水平）,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题5（续）/ 模型突破：常见传送带模型分析（水平）
PHYSICS,0038,31,第三章 牛顿运动定律,微专题5（续） / 模型突破：常见传送带模型分析（倾斜）,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题5（续）/ 模型突破：常见传送带模型分析（倾斜）
PHYSICS,0039,32,第三章 牛顿运动定律,微专题6 动力学中的滑块-木板模型,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题6 动力学中的滑块-木板模型
PHYSICS,0040,33,第三章 牛顿运动定律,微专题6（续） / 斜面上的滑块-木板模型,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题6（续）/ 斜面上的滑块-木板模型
PHYSICS,0041,34,第三章 牛顿运动定律,微专题6（续） / 模型突破：水平面上的滑块-木板模型分类解读,必修第一册,第四章 运动和力的关系,第三章 牛顿运动定律 / 微专题6（续）/ 模型突破：水平面上的滑块-木板模型分类解读
PHYSICS,0042,35,第三章 牛顿运动定律,实验4 探究加速度与物体受力、物体质量的关系,必修第一册,第四章 运动和力的关系（实验：探究加速度与力、质量的关系）,第三章 牛顿运动定律 / 实验4 探究加速度与物体受力、物体质量的关系
PHYSICS,0043,36,第四章 曲线运动,第1节 曲线运动 运动的合成与分解,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第1节 曲线运动 运动的合成与分解
PHYSICS,0044,37,第四章 曲线运动,第1节（续） / 考点3 小船渡河模型,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第1节（续）/ 考点3 小船渡河模型
PHYSICS,0045,38,第四章 曲线运动,第1节（续） / 考点4 关联速度模型,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第1节（续）/ 考点4 关联速度模型
PHYSICS,0046,39,第四章 曲线运动,第2节 抛体运动 / 考点1 平抛运动的基本规律,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第2节 抛体运动 / 考点1 平抛运动的基本规律
PHYSICS,0047,40,第四章 曲线运动,第2节（续） / 考点2 圆弧面约束、考点3 类平抛运动,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第2节（续）/ 考点2 圆弧面约束、考点3 类平抛运动
PHYSICS,0048,41,第四章 曲线运动,第2节（续） / 考点4 斜抛运动,必修第二册,第五章 抛体运动,第四章 曲线运动 / 第2节（续）/ 考点4 斜抛运动
PHYSICS,0049,42,第四章 曲线运动,微专题7 抛体运动中的综合问题 / 题型1 临界极值问题、题型2 立体空间中的抛体运动,必修第二册,第五章 抛体运动,第四章 曲线运动 / 微专题7 抛体运动中的综合问题 / 题型1 临界极值问题、题型2 立体空间中的抛体运动
PHYSICS,0050,43,第四章 曲线运动,微专题7（续） / 降维法、题型3 抛体运动中的相遇问题,必修第二册,第五章 抛体运动,第四章 曲线运动 / 微专题7（续）/ 降维法、题型3 抛体运动中的相遇问题
PHYSICS,0051,44,第四章 曲线运动,第3节 圆周运动,必修第二册,第六章 圆周运动,第四章 曲线运动 / 第3节 圆周运动
