subject,pdf_rel,page,page_kind,ink,rows,rule,fig,formulas,figs,note
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,160,图密集,0.0334,55,0,0.0005,21.9,3,【图】3
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,161,公式密排,0.0249,60,0,0.001,26.1,0,公式 26.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,162,公式密排,0.0384,52,0,0.0026,30.0,1,公式 30.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,163,图密集,0.0274,66,0,0.0025,20.8,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,164,叙述,0.0424,54,0,0.0047,20.2,2,行 54
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,165,叙述,0.0261,61,0,0.0036,22.2,1,行 61
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,166,叙述,0.0381,62,0,0.0026,21.4,0,行 62
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,167,叙述,0.0334,50,0,0.0073,13.5,0,行 50
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,168,叙述,0.0389,59,0,0.0016,15.6,0,行 59
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,169,表格式,0.0283,66,0,0.0042,10.9,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,170,叙述,0.0382,64,0,0.0016,11.8,0,行 64
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,171,叙述,0.026,48,0,0.0052,13.8,0,行 48
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,172,公式密排,0.0468,45,2,0.0125,38.1,3,公式 38.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,173,公式密排,0.0356,50,0,0.0083,29.5,1,公式 29.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,174,公式密排,0.039,69,0,0.0073,36.9,1,公式 36.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,175,公式密排,0.0337,49,0,0.0042,30.0,1,公式 30.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,176,公式密排,0.041,56,0,0.0026,32.0,2,公式 32.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,177,公式密排,0.0358,56,0,0.0073,25.3,1,公式 25.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,178,公式密排,0.0423,49,2,0.0073,27.5,1,公式 27.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,179,叙述,0.0326,59,0,0.0071,10.0,2,行 59
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,180,公式密排,0.0354,47,0,0.0026,30.0,1,公式 30.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,181,公式密排,0.0264,49,0,0.0099,32.5,4,公式 32.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,182,公式密排,0.0557,40,0,0.0172,26.6,4,公式 26.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,183,表格式,0.0313,38,0,0.0057,0.0,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,184,表格式,0.0385,44,1,0.0036,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,185,表格式,0.0403,43,0,0.0068,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,186,表格式,0.0403,42,0,0.0088,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,187,表格式,0.0344,40,0,0.0036,0.0,4,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,188,表格式,0.0346,47,0,0.0047,0.0,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,189,表格式,0.0383,42,0,0.0047,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,190,表格式,0.0372,51,0,0.0026,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,191,表格式,0.0262,58,0,0.0,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,192,表格式,0.0471,57,0,0.0026,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,193,表格式,0.0262,72,2,0.0005,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,194,表格式,0.0342,59,0,0.0031,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,195,叙述,0.0217,50,0,0.0031,0.0,2,行 50
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,196,图密集,0.0395,50,0,0.0109,0.0,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,197,表格式,0.0298,54,0,0.0083,20.5,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,198,叙述,0.0318,47,0,0.0005,19.4,2,行 47
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,199,公式密排,0.0305,57,0,0.0,27.7,2,公式 27.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,200,表格式,0.04,52,0,0.0016,21.2,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,201,公式密排,0.0157,62,0,0.001,30.8,2,公式 30.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,202,表格式,0.0336,73,0,0.0,24.9,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,203,公式密排,0.0264,48,0,0.001,27.6,3,公式 27.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,204,表格式,0.0415,52,0,0.0109,10.7,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,205,公式密排,0.0251,65,0,0.0036,31.2,3,公式 31.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,206,公式密排,0.0327,64,0,0.0,27.3,5,公式 27.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,207,公式密排,0.0233,63,1,0.0,27.0,7,公式 27.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,208,公式密排,0.0418,57,0,0.0078,39.9,4,公式 39.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,209,表格式,0.0206,54,0,0.0,22.8,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,210,表格式,0.0438,50,0,0.0,20.1,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,211,表格式,0.0217,57,0,0.0005,0.0,5,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,212,叙述,0.0368,56,0,0.0026,0.0,2,行 56
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,213,表格式,0.0194,49,3,0.0,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,214,叙述,0.0356,59,0,0.0,0.0,0,行 59
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,215,表格式,0.0276,52,0,0.0016,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,216,叙述,0.032,64,0,0.0021,0.0,1,行 64
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,217,叙述,0.0233,37,0,0.001,0.0,2,行 37
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,218,叙述,0.0386,51,0,0.0,0.0,2,行 51
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,219,叙述,0.0185,53,0,0.0,0.0,1,行 53
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,220,叙述,0.0329,43,0,0.001,0.0,0,行 43
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,221,表格式,0.025,51,0,0.0,0.0,5,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,222,表格式,0.041,49,0,0.0,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,223,叙述,0.021,59,0,0.0,0.0,2,行 59
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,224,图密集,0.024,37,2,0.0104,0.0,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,225,叙述,0.0313,45,1,0.0052,1.6,2,行 45
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,226,表格式,0.0433,55,0,0.0031,10.5,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,227,叙述,0.0223,56,0,0.0015,1.6,0,行 56
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,228,表格式,0.0419,47,0,0.0005,8.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,229,图密集,0.0284,46,1,0.0052,8.8,3,【图】3
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,230,表格式,0.0412,54,0,0.0037,7.3,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,231,表格式,0.0257,61,0,0.0042,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,232,表格式,0.0358,59,0,0.0021,19.9,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,233,表格式,0.0235,55,0,0.0005,4.5,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,234,表格式,0.0384,51,2,0.0042,7.7,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,235,叙述,0.0385,40,0,0.0036,4.5,2,行 40
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,236,叙述,0.0423,52,0,0.0047,5.9,1,行 52
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,237,叙述,0.0255,70,0,0.0016,0.0,0,行 70
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,238,表格式,0.0352,51,0,0.0,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,239,公式密排,0.0209,52,0,0.0,41.2,2,公式 41.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,240,公式密排,0.0338,49,0,0.0069,27.3,2,公式 27.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,241,图密集,0.032,52,2,0.0047,8.9,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,242,图密集,0.0442,57,0,0.0015,5.2,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,243,图密集,0.026,44,0,0.001,10.4,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,244,表格式,0.0318,61,0,0.0031,7.4,6,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,245,表格式,0.0277,71,0,0.0005,9.7,4,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,246,图密集,0.0526,52,0,0.0057,23.8,3,【图】3
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,247,公式密排,0.0265,58,0,0.0005,28.1,2,公式 28.1/千字
