subject,pages,verdict,items_min,items_numbered,evidence
CHEMISTRY,44,RETRANSCRIBE,39,24,「4 根据核反应式推断元素」例题为整块编造：页面实为¹³O、¹⁵O半衰期题，反应式¹⁶₈O+³₂He→¹³₈O+ᵃᵦX与¹⁶₈O+³₂He→¹⁵₈O+ᵐₙY，解析X=⁶₂He（中子数4）、Y=⁴₂He，C/D选项均涉¹³O/¹⁵O（p44_nuc.jpg、p44_nuc2.jpg裁剪确认）；稿子写成¹⁴N+⁴He→¹⁸O+¹H、¹⁴N+²H→¹⁵O+¹₀n、X=²₁H、Y=¹₁H、中子数1、选项C「¹⁸O、¹⁵O」，全部同位素号与页不符，且¹⁴N+⁴He→¹⁸O+¹H质量数不守恒（18≠19）。页余部（氧化/还原性递变、金属性6条/非金属性4条判断、核聚变1兆安、碳14四项、模型构建b=27 a=13得²⁷₁₃Al）转写正确。
CHEMISTRY,"45,46,47",ACCEPT,113,115,逐页核对：p45五式（2Na+2H2O=2NaOH+H2↑、Mg+2H2O△Mg(OH)2+H2↑、AlCl3+3NH3·H2O=3NH4Cl+Al(OH)3↓、AlCl3+3NaOH=3NaCl+Al(OH)3↓、NaOH+Al(OH)3=Na[Al(OH)4]）及|最低负价|+|最高正价|=8与页一致，电子排布表、两幅原子半径图、化合价柱状图齐全；p46「主族元素性质变化规律」表七行（核电荷数至金属性非金属性）齐全，①电子层数=周期序数③最外层电子数=主族序数=8-|最低负价|匹配，小字两处轻微（「磷蒸气」作「磷」、HClO4小字「(酸性比H2SO4强)」讹为「(酸性H2SO4(液))」，p46_tab2.jpg确认）；p47「眼跳」三组共25条与续表13条逐项核对无缺，半径示例Na>Mg>Al>Si>P>S>Cl、Li<Na<K<Rb<Cs、Fe2+>Fe3+、F->Na+>Mg2+>Al3+均与页一致。
CHEMISTRY,48,RETRANSCRIBE,32,26,「电子式的书写」表简单阴离子一行，页面示例实为[:Br:]⁻、[:O:]²⁻（p48_edf.jpg裁剪确认），稿子写「[:Be:]⁻（按图）、[:O:]²⁻」，Br⁻误读为Be⁻（Be⁻不存在，属错误化学物种）；另4)离子键强弱句尾「…相互作用越强，离子键就越强。离子键的强弱影响…」跨页句物理位于p49顶部，稿子置于p48行（内容不缺，仅页界归属）。NaCl形成、形成条件/本质/结果abcd、强碱/盐/活泼金属氧化物三类、MgCl2形成过程2×:Cl·+Mg·→[:Cl:]⁻Mg²⁺[:Cl:]⁻、四大错悟K2S误例均与页一致。
CHEMISTRY,49,ACCEPT,40,35,H2/HCl/CO2/H2O/CH4五行「电子式-结构式-球棍模型」表、五大错悟（N2应为:N≡N:、CO2应为:O::C::O:、HClO应为H:O:Cl:、H2S应为H:S:H）、形成过程①H·+·H→H:H②NH3③CO2、化学键分类树（同价电子得失→离子键/共用→共价键，④广义原子注）、H2+Cl2断键成键示意、三个易错问题均与页一致；顶部「离子键就越强…」为p48行已含的跨页续句，无漏块。
CHEMISTRY,50,RETRANSCRIBE,31,24,「续表」实例行误读+编造：页面共价键列实为「含氧酸、非金属氢化物、非金属氧化物、大多数有机化合物及部分盐中等」（黄底），离子键列「强碱、大多数盐、活泼金属氧化物等」（p50_xu4.jpg裁剪确认）；稿子写「大多数共价化合物，共价化合物及部分含离子键的化合物等」且另编「离子键：较强，大多数…」页面不存在。AlCl3二聚Al2Cl6图、离子键/共价键主表（成键特点/条件/存在）、离子化合物/共价化合物表、三方法判断框、H2+Br2△2HBr、(NH4)2SO4+BaCl2=BaSO4↓+2NH4Cl、NO电子总数7+8=15、CCl4/PCl3/COCl2均与页一致。
CHEMISTRY,51,ACCEPT,43,7,氮硫跨页总流程图25式逐条核对（NH4++OH-△NH3↑+H2O、4NH3+5O2催化△4NO+6H2O、N2+3H2⇌2NH3、2NO+O2=2NO2、3NO2+H2O=2HNO3+NO、8HNO3(稀)+3Cu=3Cu(NO3)2+2NO↑+4H2O、4HNO3(浓)+Cu、C+4HNO3(浓)△、S+O2点燃、S+2Cu△Cu2S、SO2+H2S=3S+2H2O、2SO2+O2⇌2SO3、SO3+2NaOH、Cu+2H2SO4(浓)△、C+2H2SO4(浓)△、H2S+H2SO4(浓)△等）与页一致；矿物表FeS2/CuFeS2/CaSO4·2H2O/Na2SO4·10H2O、S8冠状图、周期表片段C/Si/N/P/O/S/F/Cl数据、Fe+S△FeS与2Cu+S△Cu2S、红笔CS2注、易错「Cl2氧化性强于硫」齐全。
CHEMISTRY,52,RETRANSCRIBE,38,30,「拓展①」流程图失真：页面为BaCl2溶液—SO2→无明显现象(不反应)后分两支「足量碱(如NaOH)→产生白色沉淀(BaSO3)」与「氧化剂(如Cl2、H2O2)→产生白色沉淀(BaSO4)」，橙笔手写「SO2与H2O反应生成H2SO3，电离出H+，而NO3-在酸性条件下有强氧化性」（p52_flow.jpg裁剪确认）；稿子漏足量碱支，编造页面不存在的式「SO2+H2O2＝H2SO4」，并把「酸性条件下」反写成「碱性条件下」。其余（S+6HNO3(浓)△、S+2H2SO4(浓)△归中、3S+6KOH△、性质探究表、a-f六式、黑火药S+2KNO3+3C点燃、70%硫酸制备式、树状图a-e五式含5SO2+2MnO4-+2H2O=5SO42-+2Mn2+…、三种漂白型表、可逆反应2H2O电解/点燃反例、易错1-3含Cl2:SO2=1:1不褪色）与页一致。
CHEMISTRY,53,ACCEPT,51,25,SO2/CO2对比表10行（含Ca(OH)2+SO2=CaSO3↓+H2O、CaSO3+SO2+H2O=Ca(HSO3)2、Ca(OH)2+CO2=CaCO3↓+H2O、CaCO3+CO2+H2O=Ca(HCO3)2、CO2+C高温2CO）与鉴别表4行（品红/氢硫酸/KMnO4/溴水/硝酸钡/FeCl3）逐项核对；除杂两法（饱和NaHCO3、酸性KMnO4）、SO3三式（SO3+Ba(OH)2=BaSO4↓+H2O等）、接触法①4FeS2+11O2高温2Fe2O3+8SO2②③、制挥发性酸三式CaF2/NaCl/NaNO3+H2SO4(浓)△、HBr HI改用浓磷酸注、逆流原理均与页一致。
CHEMISTRY,54,RETRANSCRIBE,39,33,整块漏「2.检验SO42-的操作」：页面有「待测液—稀盐酸→无明显现象（目的是排除CO32-、SO32-、Ag+等干扰）—BaCl2溶液→出现白色沉淀，说明有SO42-」（p54_jian2.jpg裁剪确认），稿子由「1.实验探究」表直接跳「易错易混」，该操作链缺失；其余（H2SO4=2H++SO42-、Zn/CuO/2NaOH/Na2CO3五式、Cu+2H2SO4(浓)△与C+2H2SO4(浓)△、SO42-+Ba2+=BaSO4↓、CO32-+Ba2+=BaCO3↓、BaCO3+2H+=Ba2++CO2↑+H2O、Ag++Cl-=AgCl↓、蔗糖三步、1mol Cu与2mol H2SO4生成SO2小于1mol、三必须/四原则、粗盐提纯流程图与五步）与页一致。
CHEMISTRY,55,RETRANSCRIBE,41,24,温馨提示第2条「如浓硫酸具有强氧化性」被稿子写成「如硫酸铵具有强氧化性」（p55_tip.jpg裁剪确认原文为浓硫酸），物质名错致该句化学含义反错；其余（试剂三顺序①②③、洗涤三步、答题模板、火山S+O2点燃SO2→SO2+H2O⇌H2SO3→2H2SO3+O2=2H2SO4、转化表6行含续表+6→+4浓硫酸/Cu与+4→+6 Na2SO3/酸性KMnO4、价态阶梯图、H2S+H2SO4(浓)=S↓+SO2+2H2O失2e/得2e、2H2S+SO2=3S+2H2O、3S+6KOH△歧化、FeS→H2S→NaHS→Na2S→CuS四式）与页一致。
CHEMISTRY,56,RETRANSCRIBE,57,41,「例」虚线框装置编号标错：页面①=无水CuSO4横管（棉花团）、②=品红溶液+酸性KMnO4溶液两瓶、③=品红溶液+澄清石灰水两瓶，反应瓶（木炭粉+浓H2SO4圆底烧瓶）未编号（p56_fig.jpg/p56_ex3.jpg裁剪确认，且页内解析「装置①的作用为检验产物H2O」自证）；稿子写「①试管（木炭粉+浓H2SO4，加热）、②U形管（无水CuSO4）、③洗气瓶组（4液）」三处错位，与同稿解析文本自相矛盾。题(1)②①③、(2)②③①与答案(1)SO2、CO2；H2O (2)SO2、CO2、H2O及解析与页一致（p56_ans2.jpg）；验证流程表5行、连续氧化三链（C/Na/N2、NH3）、H2S+Cl2=S↓+2HCl、(CH3COO)2Pb+H2S=PbS↓+2CH3COOH、H2S⇌H++HS-⇌2H++S2-、5H2O2+2MnO4-+6H+=2Mn2+…、O3+2KI+H2O=I2+2KOH+O2、3O2放电2O3等约30式齐全。
CHEMISTRY,57,RETRANSCRIBE,44,43,p0057左页3.焦亚硫酸钠2)具有还原性式：页图印为S2O5(2-)+2I2+3H2O=2SO4(2-)+4I-+6H+（5倍放大核实.p0057左栏，下标确为5与I2），稿作'$S_2O_4^{2-}+2I_4+3H_2O=2SO_4^{2-}+4I^-+6H^+$'，阴离子下标(5→4)与碘(2I2→2I4)两处抄错。余核对一致：硫代硫酸钠4式、连二亚硫酸钠2式、过二硫酸钠分解式、离子检验模型(取样→加试剂→观现象→得结论)流程框、右页氮气知识图谱8式、N2+3Mg点燃Mg3N2、知识拓展N2制备2式、红笔注均入稿，编号齐全。
CHEMISTRY,58,RETRANSCRIBE,45,40,p0058左页②分类树状图：高能固氮N2+O2--放电-->2NO为单向箭头（4倍放大核实，与下方人工固氮N2+3H2可逆箭头明显不同），稿作'\\xrightleftharpoons{放电}2NO'把单向箭误作可逆箭。余核对一致：氮循环表3行、NO/NO2物性表、NO2与水实验探究表(20mL NO+5mL水/再通10mL O2)、雷雨肥田3式、氨气电子式结构式表、4NH3+5O2、2NH3+3CuO、8NH3+3Cl2、Al3+催化氧化实验表(3NO2+H2O、NH3+HNO3)均在稿。
CHEMISTRY,"59,60",ACCEPT,74,53,逐页对照：p0059(左99)喷泉原理表2法、氨喷泉实验表、双喷泉装置、注意事项①-⑤、气体-吸收剂组合表4行、右100产物浓度2例(c=1/22.4、c=4/5Vm)、提示1/Vm、铵盐4大项、NH4+检验表与流程、易错易混2式(NH4++OH-加热/不加热)均在稿；p0060(左101)实验室制氨6步(2NH4Cl+Ca(OH)2式、防倒吸a-d 4装置)、其他方法表3行、右102硝酸酸的通性4式、4HNO3分解式、Cu浓稀2式、C/S氧化2式、3Fe2+离子式、钝化、易错易混2条均在稿。编号齐全、上下标与条件符号未见误。
CHEMISTRY,"61,62",ACCEPT,93,62,p0061(左103)工业制硝酸①-④四式(含N2+3H2可逆、4NH3+5O2催化)、流程示意、酸雨pH<5.6框、硫酸型2路径、钝化/王水1:3、右104硝酸型3NO2+H2O式、防治4条、联氨9项(2电离式+2Cl2/N2H4+2H2O2/N2H4+4Ag+ 3式)、亚硝酸6项(4HNO2+2I-等)、亚硝酸钠氧化性2式均在稿；p0062(左105)NO2/O2/NO三组合表4例(4NO2+O2+2H2O=4HNO3、4NO+3O2+2H2O=4HNO3、NO+NO2+O2+H2O=2HNO3)、SO2吸收钙基4式+氨硫酸2式+钠碱3式+双碱4式、NOx处理4式、硝酸金属守恒3法、右106例题解析(x=y=0.25、V(NO)=5.6L、n(HNO3)=1.5mol)均在稿。轻微：页105顶Cr2O7(2-)+3NO2-+8H+=3NO3-+2Cr3++4H2O一式印于p0062(105)但被写入p0061行末，跨页错位、内容未缺。
CHEMISTRY,63,RETRANSCRIBE,33,26,p0063右页1.硅3)化学性质①：页图印为Si+4HF=SiF4↑+2H2↑（放大核实，箭头为气体↑、产物为氢气），稿作'$Si+4HF=SiF_4\\uparrow+2H_2O$'，产物化学式抄错(2H2↑→2H2O)；同式在p0064行中抄对($2H_2\\uparrow$)，故系本页孤误。余核对一致：材料分类4项、无机非金属材料3项、三大硅酸盐表(原料/设备/成分3CaO·SiO2等/共同特点①-④)、硅原子结构表(+14)284、Si+2F2=SiF4、Si+2NaOH+H2O、粗硅制备3步式(SiO2+2C→Si+2CO↑红笔注'生成CO不是CO2'已入稿)、硅酸盐氧化物表示2条均在稿。
CHEMISTRY,64,ACCEPT,49,25,p0064(左109)SiO2化学性质6式(2NaOH/CaO/SiO2+4HF=SiF4↑+2H2O/Na2CO3/CaCO3)、新型陶瓷4类表、碳纳米材料导图3项、易错易混玻璃塞2NaOH+SiO2式、SiC拓展、金刚石/石墨/C60比较表3行、右110 CO2/SiO2比较(同点4行+异点3行)、H2SiO3/Na2SiO3比较表、硅/SiO2/硅酸特殊性质10条(含Si+4HF=SiF4↑+2H2↑此处抄对)均与页图一致，编号齐全，未见编造。
CHEMISTRY,65,RETRANSCRIBE,45,14,p0065右页112'1.实验探究'表实验操作格：页图为'2mL 2mol·L-1盐酸'加入盛镁条的试管(2倍放大核实，镁条无体积/浓度标注)，稿作'试管中2 mL 2 mol·L⁻¹盐酸+2 mL 2 mol·L⁻¹镁条'，把盐酸的'2 mL 2 mol·L⁻¹'误植到镁条上，属读图错(轻微但实误)。同页其余核对一致：章首导图5分支(能量图2、键能436/243/431 kJ/mol、速率单位mol·L-1·s-1、可逆v-t图、原电池Zn-2e-=Zn2+/2H++2e-=H2↑)、Ba(OH)2·8H2O+2NH4Cl=BaCl2+2NH3↑+10H2O式、易错易混5条、放热6吸热3表均在稿。
CHEMISTRY,"66,67",ACCEPT,88,61,p0066(左113)ΔE=E1-E2/E2-E1、E1>E2吸热、H2+Cl2例(436+243=679、431×2=862、放183 kJ)、右114续表(键能关系)、质量/能量守恒2律、键能3步、放热吸热判断4法、能源3节6项、火力发电转化链、可燃冰、弊端3条；p0067(左115)原电池实验表、定义、Zn-2e-=Zn2+/2H++2e-=H2↑、总反应Zn+2H+=Zn2++H2↑、两反应三方向、右116实验注意3条、构成条件4项框图(两极/一液/一线/一反应)、正负极判断6行流程图、Mg-Al-KOH例、电极式书写①②③、锌锰干电池构造(MnO2+NH4++e-=MnO(OH)+NH3↑在68页未入稿属缺页范围)均与页图一致，编号齐全。
CHEMISTRY,"71,72",ACCEPT,72,69,"p71：平衡特征五字（逆/等/动/定/变）、反应限度①-④、控制条件目的与合成氨流程图（400~500℃、10~30 MPa）、方法指引三关注两标志（v(正)÷计量数=v(逆)÷计量数）、温馨提示4条、变量控制流程图、浓度/温度/催化剂三探究表、离子式S₂O₃²⁻+2H⁺→SO₂↑+S↓+H₂O逐条核对均与页图一致；p72：n-t图（n₁/n₂/n₃、t₁-t₅、X,Y→n₃,Z→n₂）、v(X)=(n₁−n₃)/(V·t₁)、计量数比(n₁−n₃)∶(n₁−n₃)∶n₂、平衡判断表9行（m+n≠p+q时压强平衡、ρ=m/V不一定、颜色平衡）、三段式表（起始a,b,0,0；转化mx,nx,px,qx）、转化率与体积分数公式、温馨提示①②③均核对一致。小疵：p71的(第124页)标记放在方法指引之前，实际方法指引与温馨提示在123版，内容无缺失。"
CHEMISTRY,73,RETRANSCRIBE,32,24,左页知识图谱两处模型图类型写反（放大裁切核实）：页上乙醇为空间填充模型（球体相切无棍）、乙酸为球棍模型（可见连接棍）；稿中写【图：乙醇分子球棍模型】【图：乙酸分子比例模型】。其余（同系物/同分异构体/碳骨架/官能团五类/烷烃烯烃芳香烃乙醇乙酸各反应式、128小图谱含109°28′与CH₃CH₃+Cl₂→CH₃CH₂Cl+HCl、有机物定义与特例、碳原子框图、生命力说、成键规律1/2/3）与页一致。
CHEMISTRY,74,RETRANSCRIBE,46,31,右页取代反应与置换反应比较表「通式」行错（放大裁切核实）：页上为 A—B+C—D→A—D+C—B（分别断键、重新组合，C、D可以相同也可以不同），稿中写成「A—C + D」。其余：甲烷结构表（0.717 g/L、109°28′）、燃烧两式、5%~15%爆炸极限、取代四步式CH₄→CH₃Cl→CH₂Cl₂→CHCl₃→CCl₄（每步+HCl）、产物沸点（−24.2/39.8/61.7/76.5℃）、高温分解2CH₄→C₂H₂+3H₂与CH₄→C+2H₂、易错易混3条均核对一致。
CHEMISTRY,75,RETRANSCRIBE,36,49,右页【易错易混 同系物判断的'一定'和'不一定'】第1、2条错（放大裁切核实）：页上第1条为CH₂Cl₂两种画法结构式「为同一种物质」，稿中换成页面上不存在的句子「同系物在分子组成上一定相差一个或若干个CH₂……如CH₂=CH₂和……不互为同系物」（编造）；页上第2条为CH₃—CH=CH₂与环丙烷（CH₂三角/CH₂—CH₂）「互为同分异构体，因为二者分子式(C₃H₆)相同，结构不同」，稿中写成「互为同系物。因为二者为相同分子式（C₃H₆）的相同物质」，同系物/同分异构体、相同物质/结构不同均写反，环丙烷误作CH₂=CH—CH₃。其余（烷烃概念、CₙH₂ₙ₊₂(n≥1)、命名表1-10甲-癸、C₆H₁₄/C₁₈H₃₈/正异丁烷、两法推导通式、燃烧与取代通式、同系物三点①同②相似③差、同分异构体①②及CO/C₂H₄、CH₃COOH/CH₃CH₂CH₂OH举例）与页一致。
CHEMISTRY,76,ACCEPT,31,22,逐条核对：②同分异构体性质（含红笔2024湖南CH₂Cl₂批注）、③烷烃异构体数目；有机/无机比较表6行（多数不是电解质、'——'与'===='）；相对分子质量28/30/44/46四组；表示方法表6行（最简式CH₃黄色批注、键线式正戊烷）；书写口诀「主链由长到短，支链由整到散，位置由心到边不到端，排列由同到邻」；C₅H₁₂三骨架a/b/c与三个结构简式；烃基定义（—CH₃甲基、—CH₂CH₃乙基）；—C₃H₇两种、—C₄H₉四种；一元取代物定义。无漏无编。
CHEMISTRY,77,RETRANSCRIBE,35,23,"左页两处C₈结构图描述错（放大裁切核实）：①等效氢法3)镜面等效示例，页上为CH₃CH₃在上/CH₃—C—C—CH₃在中/CH₃CH₃在下（2,2,3,3-四甲基丁烷，18个H），稿中写成「CH₂CH₃在上、CH₃—C—CH₃在中、CH₂CH₃在下」（单C带乙基的C₆分子，只有16个H，与稿内18矛盾）；②「一氯代物只有一种」清单末项同为该C₈结构，稿中中行写「CH₃—C—CH₃」漏一个C。其余：等效氢1)2)、烃基取代法（1/1/2/4/8种、C₄H₉Cl4种）、甲烷氯代历程三阶段（Cl₂→(光照)2Cl·、CH₄+Cl·→·CH₃+HCl、·CH₃+Cl₂→CH₃Cl+Cl·、终止Cl·+Y·→YCl，Y·=·CH₂Cl/·CHCl₂/·CCl₃）、右页乙烯知识图谱与组成结构图（平面6原子、120°）、燃烧C₂H₄+3O₂→2CO₂+2H₂O、易错易混（CH₂=CH₂不能省双键）均核对一致。"
CHEMISTRY,78,RETRANSCRIBE,37,23,左页中栏漏掉整块（放大裁切核实）：页上「【温馨提示】乙烯和四氯化碳使溴水褪色的原理」——乙烯因发生加成反应、四氯化碳因萃取溴单质，故褪色原理不相同——及下方SO₂「我也能使溴水褪色」/乙烯「我能使溴水褪色」卡通，稿中完全缺失，直接从「发生加聚反应的物质中一定含有双键或三键」跳到(第138页)标记。其余：三个加成式（H₂/H₂O制乙醇红笔/HCl）、取代加成比较表6行、聚乙烯两种写法、单体链节聚合度表、烃分类树（环己烷六元环、CH≡CH、苯）、分子结构表、加成原理「断一加二」、易错易混（燃烧产物CO₂+H₂O不能定氧、聚异戊二烯正确写法）均核对一致。
CHEMISTRY,"79,80,81,82,83",ACCEPT,181,126,"逐页核对：p79续表（C—H/C=C/C≡C、109°28′/约120°/180°）、球棍模型实验三列（6个C—H键、2C+4H共面、2C+2H共线）、乙炔加成两式（1,2-二溴乙烯→1,2,1,2-四溴乙烷）、高分子分类、塑料表7行（UF俗称电玉红笔）、天然橡胶聚异戊二烯—[CH₂—C(CH₃)=CH—CH₂]ₙ—与单体异戊二烯；p80橡胶/纤维分类树、硫化—S—S—、乙烯催熟4实验（2最快4最慢）、苯结构表（C₆H₆/CH/120°/12原子共面/凯库勒式注）、2C₆H₆+15O₂→12CO₂+6H₂O、苯不反应高锰酸钾分层实验、卤代FeBr₃/硝化浓H₂SO₄△/3H₂加成环己烷、共线共面模型思想4条；p81乙烯基苯可能共面、定直线规则、例题答案11/6、燃烧通式CₓHᵧ+(x+y/4)O₂→xCO₂+y/2H₂O、耗氧x+y/4与y/x规律、ΔV=(y/4−1)与−(1+y/4)、乙醇物理性质（78.5℃/−117℃/75%）、组成结构表、与钠反应实验；p82续表（钠沉底、淡蓝色、石灰水不变浑）、2CH₃CH₂OH+2Na→2CH₃CH₂ONa+H₂↑、2Cu+O₂→2CuO与总式2CH₃CH₂OH+O₂→(Cu,△)2CH₃CHO+2H₂O、断键表①/全部/①③、2K₂Cr₂O₇+3CH₃CH₂OH+8H₂SO₄=2Cr₂(SO₄)₃(绿)+3CH₃COOH+2K₂SO₄+11H₂O、乙酸表（1.05 g/cm³、16.6℃、118℃）、CH₃COOH⇌CH₃COO⁻+H⁺、酸的通性5条、验证强于碳酸2CH₃COOH+Na₂CO₃=2CH₃COONa+H₂O+CO₂↑；p83酯化装置与步骤（3 mL乙醇+2 mL浓硫酸+2 mL乙酸）、CH₃COOH+C₂H₅OH⇌(浓硫酸,△)CH₃COOC₂H₅+H₂O、「酸脱羟基、醇脱氢」与¹⁸O示踪、酯RCOOR′、注意事项5条、水解两式（稀硫酸可逆/NaOH完全）、官能团表9行、易错易混（—CHO勿写—CH₃O、—NO₂勿写NO₂—）。未发现整块遗漏或编造。"
