rel_path,subject,decision,rule,reason
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/高考热点5三角形中的“爪型”模型/5_精讲册PDF/1_高考热点5  三角形中的“爪型”模型.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第一章匀变速直线运动/1_专题资料包/1_讲册PDF 01-第一章 匀变速直线运动.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第一章匀变速直线运动/1_专题资料包/2_练册PDF 01-第一章 匀变速直线运动.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第七章动量守恒定律/1_专题资料包/1_讲册PDF 07-第七章 动量守恒定律.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第七章动量守恒定律/1_专题资料包/2_练册PDF 07-第七章 动量守恒定律.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第三章牛顿运动定律/1_专题资料包/1_讲册PDF 03-第三章 牛顿运动定律.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第三章牛顿运动定律/1_专题资料包/2_练册PDF 03-第三章 牛顿运动定律.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第九章静电场/1_专题资料包/1_讲册PDF 09-第九章 静电场.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第九章静电场/1_专题资料包/2_练册PDF 09-第九章 静电场.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第二章相互作用/1_专题资料包/1_讲册PDF 02-第二章 相互作用.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第五章万有引力与宇宙航行/1_专题资料包/1_讲册PDF 05-第五章 万有引力与宇宙航行.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第五章万有引力与宇宙航行/1_专题资料包/2_练册PDF 05-第五章 万有引力与宇宙航行.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第八章机械振动机械波/1_专题资料包/1_讲册PDF 08-第八章 机械振动　机械波.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第八章机械振动机械波/1_专题资料包/2_练册PDF 08-第八章 机械振动　机械波.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第六章机械能守恒定律/1_专题资料包/1_讲册PDF 06-第六章 机械能守恒定律.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第六章机械能守恒定律/1_专题资料包/2_练册PDF 06-第六章 机械能守恒定律.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十一章磁场/1_专题资料包/1_讲册PDF 11-第十一章 磁场.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十一章磁场/1_专题资料包/2_练册PDF 11-第十一章 磁场.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十三章交变电流电磁波/1_专题资料包/1_讲册PDF 13-第十三章 交变电流　电磁波.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十三章交变电流电磁波/1_专题资料包/2_练册PDF 13-第十三章 交变电流　电磁波.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十二章电磁感应/1_专题资料包/1_讲册PDF 12-第十二章 电磁感应.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十二章电磁感应/1_专题资料包/2_练册PDF 12-第十二章 电磁感应.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十五章热学/1_专题资料包/1_讲册PDF 15-第十五章 热学.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十五章热学/1_专题资料包/2_练册PDF 15-第十五章 热学.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十六章近代物理初步/1_专题资料包/1_讲册PDF 16-第十六章 近代物理初步.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十六章近代物理初步/1_专题资料包/2_练册PDF 16-第十六章 近代物理初步.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十四章光/1_专题资料包/1_讲册PDF 14-第十四章 光.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十四章光/1_专题资料包/2_练册PDF 14-第十四章 光.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十章电路及其应用/1_专题资料包/1_讲册PDF 10-第十章 电路及其应用.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第十章电路及其应用/1_专题资料包/2_练册PDF 10-第十章 电路及其应用.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第四章曲线运动/1_专题资料包/1_讲册PDF 04-第四章 曲线运动.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-phy-chapter-jingjiang,选考总复习版按章包，实测与整本精讲册非同一版式/页码（静电场在印刷页 133），未判定重复
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/一、本书精品电子资源/第四章曲线运动/1_专题资料包/2_练册PDF 04-第四章 曲线运动.pdf,PHYSICS,SKIP_EXERCISES,wusan-a-section-lianxi,练习题集
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/13_重庆市巴蜀中学2026届高考适应性月考卷（五）物理试卷（答案）-副本.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/14_重庆市巴蜀中学2026届高考适应性月考卷（五）物理试卷-副本.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/15_广东省广州市2026届高三年级上学期12月调研测试（广州零模）物理试卷（答案）-副本.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/16_广东省广州市2026届高三年级上学期12月调研测试（广州零模）物理试卷-副本.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/2_湖南省2026届高三第一次八省联考（T8联考）物理试卷.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/3_山西省2026届高三第一次八省联考（T8联考）物理试卷（答案）.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/4_山西省2026届高三第一次八省联考（T8联考）物理试卷.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/5_重庆市巴蜀中学2026届高考适应性月考卷（五）物理试卷（答案）.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/6_重庆市巴蜀中学2026届高考适应性月考卷（五）物理试卷.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/77_河北省2026届高三第一次八省联考（T8联考）物理试卷（含答案）.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/7_广东省广州市2026届高三年级上学期12月调研测试（广州零模）物理试卷（答案）.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027版.新高考版.选考总复习.物理.5·3A版/二、加赠电子资源/22026届优质模拟题精选/1_资源拓展/8_广东省广州市2026届高三年级上学期12月调研测试（广州零模）物理试卷.pdf,PHYSICS,SKIP_EXERCISES,moni,模拟卷
6. 2026生物总复习/2027年新高考资料【上新中】/2027年高考生物一轮/2027年高考生物一轮复习知识清单（全国通用）-G56/2027版/第01讲 走近细胞（图文版知识清单）.pdf,BIOLOGY,PENDING_UNCLASSIFIED,-,规则未覆盖，需人工判定
6. 2026生物总复习/2027年新高考资料【上新中】/2027年高考生物一轮/2027年高考生物一轮复习知识清单（全国通用）-G56/2027版/第15讲 分离定律（图文版知识清单）.pdf,BIOLOGY,PENDING_UNCLASSIFIED,-,规则未覆盖，需人工判定
6. 2026生物总复习/2027年新高考资料【上新中】/2027年高考生物一轮/2027年高考生物一轮复习知识清单（全国通用）-G56/2027版/第16讲 自由组合定律（图文版知识清单）.pdf,BIOLOGY,PENDING_UNCLASSIFIED,-,规则未覆盖，需人工判定
6. 2026生物总复习/2027年新高考资料【上新中】/2027年高考生物一轮/2027年高考生物一轮复习知识清单（全国通用）-G56/2027版/第17讲 伴性遗传和人类遗传病（图文版知识清单）.pdf,BIOLOGY,PENDING_UNCLASSIFIED,-,规则未覆盖，需人工判定
高中必刷题合订版/化学/27化学必刷题合订本狂K重点.pdf,CHEMISTRY,SKIP_EXERCISES,bishuati,题集
高中必刷题合订版/数学/2027高考必刷题数学 狂k重难点.pdf,MATH,SKIP_EXERCISES,bishuati,题集
高中必刷题合订版/物理/物理-高考必刷题合订本27版-狂K重难点.pdf,PHYSICS,SKIP_EXERCISES,bishuati,题集
高中必刷题合订版/生物/2027高考必刷题生物 狂K重点.pdf,BIOLOGY,SKIP_EXERCISES,bishuati,题集
高考必刷题600-700/27版 化学/考点精练.pdf,CHEMISTRY,SKIP_EXERCISES,bishuati,题集
高考必刷题600-700/27版 数学/2027版高中《必刷题600分考点700分考法》一轮复习（数学）.pdf,MATH,SKIP_EXERCISES,bishuati,题集
高考必刷题600-700/27版 物理/物理.pdf,PHYSICS,SKIP_EXERCISES,bishuati,题集
高考必刷题600-700/27版 生物/生物.pdf,BIOLOGY,SKIP_EXERCISES,bishuati,题集
